-1.548839664154241014e+00,-6.741654306027274890e-01,-1.478914176206975739e+00,-1.626749027817618654e+00,-9.799608267592181399e-01,-1.576107857838318749e+00,-1.588059262903763313e+00,-8.094704714027896042e-01,-1.490217138128769214e+00,-1.518512572408746708e+00,-4.807585214358765513e-01,-1.383678432433629091e+00,-1.464337887225334311e+00,-1.941416827100741482e-01,-1.308160906549269642e+00,-1.420929883317488374e+00,1.649248751303936111e-01,-1.237637615374445721e+00,-1.495823456215102265e+00,2.221681370716005188e-01,-1.304680474619198671e+00,-1.606920700922870315e+00,1.399942969516574931e-01,-1.420635975535749829e+00,-1.676171278438880696e+00,1.689424244213512116e-01,-1.493253406055255361e+00,-1.723617895400113120e+00,2.841251406640259436e-01,-1.543530333119975673e+00
-7.885109806980240832e-02,-6.377953656175074926e-01,-3.388566786770201844e-01,-1.605963696262348306e-01,-7.641137412389672479e-01,-4.121614726101893722e-01,-2.561097888044654436e-01,-1.019629611230388644e+00,-5.230010027725010557e-01,-3.256632332731984047e-01,-1.303802049228632631e+00,-6.147083180954788784e-01,-2.601442890465905933e-01,-1.340844380750678910e+00,-5.631121084376080610e-01,-2.206229410357659904e-01,-1.451660622343496243e+00,-5.414157736534451759e-01,-1.303804139087289538e-01,-1.496183006649396408e+00,-4.699949230640999565e-01,2.199666407516614065e-03,-1.440850714343524741e+00,-3.546728793809503788e-01,1.274359378466420056e-01,-1.334657150430357042e+00,-2.430099147961191919e-01,2.522366880818245338e-01,-1.216963163936726433e+00,-1.279596217941114944e-01
1.350754045476503684e+00,1.441122770860536750e+00,1.549114552988314575e+00,1.481009593501119159e+00,1.784162777718548254e+00,1.682212931607608208e+00,1.165111073505861183e+00,1.435300195948872037e+00,1.309441352932371849e+00,1.157660119500117046e+00,1.544706678071460448e+00,1.302075677999678271e+00,1.191790266473284676e+00,1.726364568801147747e+00,1.347116235028148257e+00,1.216334488873608066e+00,1.901801015782658588e+00,1.378810561627559439e+00,1.130253526053097701e+00,1.862650120698985168e+00,1.288604454504680197e+00,1.048791704675116732e+00,1.820381242115552078e+00,1.207714060415131740e+00,9.513489676762151293e-01,1.671562588524380777e+00,1.109492058489050192e+00,8.652299567015035997e-01,1.560080827197292352e+00,1.023330981835229414e+00
1.579518411682488743e+00,1.618759053034916295e+00,1.394350127079195589e+00,1.709586265528205473e+00,1.976731073485663126e+00,1.528917022948174553e+00,1.049084650800529817e+00,1.114366176116796225e+00,8.124221089543064434e-01,8.451200733123520603e-01,8.414532273949061336e-01,5.839149744805413045e-01,7.213285953329851008e-01,6.540875126856764421e-01,4.467041600768135168e-01,6.280728892228636395e-01,4.730630096978882260e-01,3.344207851149690325e-01,5.993807795344082701e-01,3.930636581501183446e-01,2.855276003352626990e-01,5.690190537320803932e-01,2.867114052606684060e-01,2.361483106140355726e-01,5.439529431531962000e-01,1.700326861657312782e-01,1.948201228496692916e-01,5.419865326392725446e-01,1.097617652893797258e-01,1.794318467806926831e-01
-1.396780255744183297e+00,-1.627716920920587729e+00,-1.294676565124053047e+00,-1.213725962392695923e+00,-1.456738681483055631e+00,-1.079138857321690459e+00,-1.161869121679434791e+00,-1.464655351162265084e+00,-9.846917301951828572e-01,-9.992688728274795595e-01,-1.245835713487285501e+00,-7.674051458200276121e-01,-8.463996335909007573e-01,-9.815741083577086412e-01,-5.710971531223034692e-01,-6.831666042413792050e-01,-6.302939159043988715e-01,-3.549969106700996968e-01,-6.311888755185338651e-01,-5.025202053648858413e-01,-2.669246787382908437e-01,-5.763935445890220333e-01,-3.339611508614009350e-01,-1.753568064712663632e-01,-5.968793024421608084e-01,-3.822311229822339951e-01,-1.780053145787431623e-01,-6.132341820821112233e-01,-4.419627044838209118e-01,-1.778860308374366761e-01
-2.921808849382143691e-01,2.491689168892013140e-01,4.367369816376136249e-02,-1.300691744686415796e-01,5.444352678532264900e-01,2.247685412726646292e-01,-1.179454817635263754e-02,8.714895770249708740e-01,3.794691493925283488e-01,-3.389616082307746886e-02,9.841127205057318417e-01,3.783640074962443256e-01,-1.771598994146850181e-01,7.915284826439620280e-01,2.271579274026208628e-01,-2.801745744925939197e-01,6.688497840460754240e-01,1.271322210117289964e-01,-3.336725883910999779e-01,6.750119820695561490e-01,9.016172311106246395e-02,-3.532101517731596751e-01,7.867074141394375664e-01,9.433587289825721978e-02,-3.759479387728029143e-01,8.755801786998432812e-01,9.122633068117620703e-02,-4.446385058440900928e-01,8.098730133237217466e-01,2.946726684011077152e-02
1.878727720267375556e+00,1.517392963995693567e+00,1.707061864080680058e+00,1.950574708066403984e+00,1.790561916847905444e+00,1.779040981269693900e+00,1.584807074058474985e+00,1.381669711881539309e+00,1.360552014951656119e+00,1.454336645391439253e+00,1.248681235069228679e+00,1.207618070868986315e+00,1.374487811509529811e+00,1.168398256721066231e+00,1.118725581068127140e+00,1.239401248067551142e+00,9.363512443351446057e-01,9.652990185156345992e-01,1.151867001270735269e+00,7.447971873386011188e-01,8.575171609477849621e-01,1.132417391897508674e+00,6.674173171717808772e-01,8.234035881147966363e-01,1.121494089066412236e+00,5.899531627605405504e-01,8.019138511623175036e-01,1.126917416575415221e+00,5.672634898862117803e-01,7.999766608858100980e-01
1.127951150414786829e-03,1.627506268704585590e+00,3.990513747936474953e-01,-1.785104231293719590e-01,1.366850145845580844e+00,1.664817264529316887e-01,-3.442304036763254582e-01,1.249701391128766437e+00,-1.484961870613911959e-02,-5.311328173444093137e-01,1.083395827776537867e+00,-2.117898427792158367e-01,-5.973927564087078146e-01,1.117651877923147019e+00,-2.740869867414867378e-01,-6.287921788228924003e-01,1.285105479716311061e+00,-2.899447692442362334e-01,-7.569504395883833725e-01,1.215996766699934950e+00,-4.178668165225479791e-01,-8.967971775555509950e-01,1.079446555588617906e+00,-5.625294951030086477e-01,-1.001632706220374036e+00,9.814716844553417197e-01,-6.712463963965662472e-01,-1.092183863603829908e+00,9.178689419445763553e-01,-7.669390724168145823e-01
1.127951150414786829e-03,1.399170430432219892e+00,3.990513747936474953e-01,-7.158749039213326837e-01,1.065989971369192824e-01,-4.801007801622141358e-01,-1.035042325760083592e+00,-4.604437602102631755e-01,-8.342561345714610832e-01,-1.143315980643310414e+00,-6.388218266238402387e-01,-9.383699252336906715e-01,-1.190213577528142608e+00,-7.233187031601729933e-01,-9.811911948950091666e-01,-1.191182809073569882e+00,-6.680065395368649517e-01,-9.627742204812260729e-01,-1.210394936952746470e+00,-6.379296993729555165e-01,-9.621021105482340241e-01,-1.195964871447457334e+00,-4.834689662568951718e-01,-9.240408778655999633e-01,-1.193434453011083196e+00,-3.511194841961127189e-01,-9.049800727498756858e-01,-1.188922010604618995e+00,-2.014159096203187171e-01,-8.859158708698755547e-01
3.215186025280463711e-01,4.737465338046989993e-01,5.299847994069862844e-01,7.125181916341342125e-01,1.136036941200563311e+00,9.679395615718127122e-01,8.554730844754041552e-01,1.489667620728199360e+00,1.119588509840425017e+00,9.908927529494664377e-01,1.906645319121505588e+00,1.281470713740094913e+00,8.716757599023108316e-01,1.837024174332156701e+00,1.159445028130248190e+00,6.426871245264513810e-01,1.492852254048885774e+00,9.106879633979529931e-01,5.126288298370627050e-01,1.329229621747588963e+00,7.750272963374587043e-01,3.841341381707867320e-01,1.123314429544092663e+00,6.429251336177373988e-01,3.040963745118613892e-01,9.825632669009566333e-01,5.646808772669625887e-01,2.415522716951139792e-01,8.869041293026626027e-01,5.052557805982552663e-01
